intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_04651,9.3,7.2,97.0,71.0,Average
INT_04652,11.9,,97.3,59.4,Average
INT_04653,10.1,6.9,89.5,54.2,Average
INT_04654,11.9,5.0,75.9,,Struggle
INT_04655,12.1,6.2,100.0,45.7,Average
INT_04656,16.5,9.7,92.4,58.6,Average
INT_04657,9.1,9.7,83.1,,Excel
INT_04658,7.2,6.2,91.3,61.0,Average
INT_04659,10.7,8.5,75.9,60.0,Average
INT_04660,7.6,5.7,96.4,49.7,Average
INT_04661,14.4,9.6,76.2,,Average
INT_04662,9.2,7.9,86.2,50.3,Average
INT_04663,8.3,8.9,90.0,79.0,Excel
INT_04664,8.6,4.9,96.3,50.9,Average
INT_04665,12.2,8.5,88.9,55.3,Average
INT_04666,9.5,7.5,93.1,72.5,
INT_04667,8.1,,87.8,62.5,Average
INT_04668,15.0,,87.7,61.7,Average
INT_04669,7.4,7.6,88.7,69.3,
INT_04670,10.1,6.6,86.5,45.5,Average
INT_04671,12.0,8.7,,56.1,Average
INT_04672,5.1,7.4,81.9,56.8,Average
INT_04673,11.4,,90.0,32.9,Struggle
INT_04674,6.8,6.1,86.0,49.7,
INT_04675,12.5,5.3,86.8,35.0,Struggle
INT_04676,7.1,6.7,85.4,62.6,
INT_04677,12.1,9.2,81.1,63.4,Average
INT_04678,13.3,7.8,84.1,53.0,Average
INT_04679,12.6,6.7,85.5,41.8,Struggle
INT_04680,10.8,8.7,88.0,63.6,Average
INT_04681,9.3,6.3,91.1,49.1,Average
INT_04682,8.3,7.6,86.6,56.7,Average
INT_04683,14.4,7.2,,40.8,Struggle
INT_04684,7.9,8.7,,66.4,
INT_04685,6.9,5.1,100.0,53.3,Average
INT_04686,12.0,6.2,79.0,39.9,Struggle
INT_04687,7.6,5.0,83.9,49.2,Average
INT_04688,7.1,7.1,92.1,,Average
INT_04689,5.7,9.3,90.9,75.6,Excel
INT_04690,8.6,6.7,92.2,62.9,Average
INT_04691,9.8,6.7,84.5,54.4,Average
INT_04692,,8.8,89.9,70.2,Average
INT_04693,12.9,9.1,88.5,68.7,Average
INT_04694,11.6,7.4,85.5,56.7,Average
INT_04695,9.4,8.5,90.0,69.3,Average
INT_04696,9.4,5.9,96.4,67.8,
INT_04697,11.5,9.6,87.8,63.7,Average
INT_04698,13.8,10.0,87.9,65.8,Average
INT_04699,10.4,8.3,96.5,74.5,Average
INT_04700,8.6,4.4,95.7,46.0,Average
INT_04701,7.0,6.7,100.0,71.0,Average
INT_04702,5.7,8.4,74.0,68.3,Average
INT_04703,12.0,6.9,95.2,62.9,Average
INT_04704,11.7,,92.8,66.5,Average
INT_04705,11.7,8.4,80.9,65.8,Average
INT_04706,9.6,6.4,90.0,60.8,Average
INT_04707,14.2,7.5,96.4,49.2,Average
INT_04708,8.5,,,53.3,Average
INT_04709,12.9,,91.5,53.6,Average
INT_04710,9.9,6.7,95.0,54.7,Average
INT_04711,8.2,9.3,79.4,60.5,Average
INT_04712,11.8,10.0,86.9,67.2,Average
INT_04713,11.2,5.4,90.4,47.5,Average
INT_04714,11.1,4.6,81.6,38.4,Struggle
INT_04715,10.2,7.1,81.0,51.6,Average
INT_04716,9.9,5.2,86.9,48.1,Average
INT_04717,17.2,7.6,94.4,54.1,Average
INT_04718,13.6,8.6,93.1,63.9,Average
INT_04719,12.2,9.7,81.1,63.0,Average
INT_04720,10.3,7.8,93.2,66.5,Average
INT_04721,13.0,7.2,81.3,50.4,Average
INT_04722,11.6,4.5,75.1,32.4,Struggle
INT_04723,10.1,7.5,85.1,63.0,Average
INT_04724,9.1,7.6,97.0,59.8,Average
INT_04725,9.8,8.5,93.2,67.0,Average
INT_04726,2.0,6.4,88.0,58.5,Average
INT_04727,10.6,6.8,84.7,,Average
INT_04728,8.5,5.3,84.9,44.5,
INT_04729,14.8,4.1,88.9,28.7,Struggle
INT_04730,10.1,5.8,79.5,35.1,Struggle
INT_04731,6.4,5.1,85.2,57.0,Average
INT_04732,9.9,8.0,86.3,56.0,Average
INT_04733,6.9,6.7,77.2,59.2,Average
INT_04734,,,81.3,48.1,Average
INT_04735,10.9,6.0,91.3,,Average
INT_04736,12.9,2.7,88.1,18.5,Struggle
INT_04737,7.6,9.8,85.5,75.5,Excel
INT_04738,10.1,6.0,80.7,,Average
INT_04739,5.9,6.9,100.0,70.7,Average
INT_04740,12.1,5.3,81.3,29.4,Struggle
INT_04741,11.6,9.0,90.0,65.6,Average
INT_04742,11.5,7.7,84.1,56.7,Average
INT_04743,,6.3,88.3,56.3,Average
INT_04744,11.2,6.9,91.7,51.7,Average
INT_04745,14.8,10.0,77.0,58.0,Average
INT_04746,9.1,7.4,87.9,60.9,Average
INT_04747,10.4,7.2,97.5,67.1,Average
INT_04748,6.7,6.1,100.0,55.8,
INT_04749,7.4,4.7,87.0,47.6,Average
INT_04750,10.3,7.3,88.3,55.1,Average
INT_04751,13.3,8.0,100.0,61.1,Average
INT_04752,9.2,9.1,97.1,89.0,Excel
INT_04753,9.3,4.1,83.1,,Struggle
INT_04754,8.8,5.8,83.0,52.0,Average
INT_04755,8.4,6.6,95.7,65.3,Average
INT_04756,10.9,7.5,79.9,46.8,Average
INT_04757,5.5,7.3,96.7,62.2,Average
INT_04758,13.8,7.3,90.7,,Average
INT_04759,8.0,8.1,92.1,64.4,Average
INT_04760,12.2,6.1,85.9,35.4,Struggle
INT_04761,6.2,8.9,83.0,80.4,Excel
INT_04762,12.0,8.2,99.7,60.9,Average
INT_04763,12.0,7.0,86.0,46.8,Average
INT_04764,11.2,9.9,84.7,83.2,Excel
INT_04765,7.0,9.8,87.4,72.6,Average
INT_04766,10.7,8.9,89.5,61.8,Average
INT_04767,6.5,3.0,79.8,28.5,Struggle
INT_04768,9.2,9.9,83.5,74.0,Average
INT_04769,13.1,8.7,83.1,53.9,Average
INT_04770,12.4,10.0,94.8,69.5,Average
INT_04771,10.0,9.4,80.9,77.0,Excel
INT_04772,7.1,9.9,74.0,76.0,Excel
INT_04773,11.9,8.8,72.3,,Average
INT_04774,10.1,9.5,76.2,66.4,Average
INT_04775,3.0,10.0,98.9,99.4,Excel
INT_04776,12.3,7.8,,62.4,Average
INT_04777,9.9,5.1,92.0,40.2,Struggle
INT_04778,13.6,,92.3,52.9,Average
INT_04779,6.7,8.1,88.4,,Average
INT_04780,2.0,7.6,,85.5,Excel
INT_04781,10.8,5.6,96.4,60.5,Average
INT_04782,10.9,5.1,89.2,41.9,Struggle
INT_04783,4.9,6.4,99.2,75.2,Excel
INT_04784,7.1,8.7,93.0,62.2,Average
INT_04785,18.3,9.9,83.1,64.9,Average
INT_04786,9.1,8.9,84.0,65.0,Average
INT_04787,12.2,9.1,82.2,61.6,
INT_04788,,7.4,97.7,70.9,Average
INT_04789,3.7,4.9,84.8,52.0,Average
INT_04790,9.5,6.8,81.6,53.6,Average
INT_04791,9.2,7.1,90.6,69.0,Average
INT_04792,8.8,6.8,87.2,54.5,Average
INT_04793,9.7,7.6,,56.3,Average
INT_04794,10.8,8.2,100.0,,Excel
INT_04795,9.5,8.8,95.3,76.6,Excel
INT_04796,6.2,7.1,88.2,75.6,Excel
INT_04797,11.5,4.6,76.7,35.4,Struggle
INT_04798,4.2,6.8,84.0,57.3,Average
INT_04799,3.8,7.6,93.7,,Excel
INT_04800,12.2,9.3,78.6,57.2,Average
INT_04801,11.5,6.6,100.0,57.4,Average
INT_04802,9.8,8.3,88.1,65.1,Average
INT_04803,5.8,7.9,88.4,62.7,Average
INT_04804,,,82.7,57.1,Average
INT_04805,9.2,8.9,92.0,85.6,Excel
INT_04806,5.2,6.5,78.7,59.0,
INT_04807,7.8,6.6,100.0,64.1,Average
INT_04808,,7.5,98.5,71.5,Average
INT_04809,14.3,6.5,95.9,46.3,Average
INT_04810,8.7,8.3,,61.0,Average
INT_04811,12.3,6.4,89.6,54.0,Average
INT_04812,4.3,,97.7,77.3,Excel
INT_04813,12.0,,92.7,53.1,Average
INT_04814,7.6,7.8,80.0,,Average
INT_04815,10.9,6.8,82.8,44.9,Struggle
INT_04816,9.3,7.0,84.4,50.5,Average
INT_04817,14.0,7.6,83.2,50.7,Average
INT_04818,7.4,7.8,100.0,70.6,Average
INT_04819,11.9,7.5,72.6,59.2,
INT_04820,9.2,10.0,93.2,75.9,Excel
INT_04821,,6.0,77.7,52.4,Average
INT_04822,9.4,7.4,80.3,57.2,Average
INT_04823,7.5,5.1,71.9,44.2,Struggle
INT_04824,10.0,8.1,83.6,65.4,Average
INT_04825,9.8,5.8,100.0,42.8,Struggle
INT_04826,10.7,7.1,90.1,56.4,Average
INT_04827,10.3,6.9,78.4,48.5,Average
INT_04828,12.4,7.9,96.1,55.9,Average
INT_04829,12.8,6.7,97.9,56.2,Average
INT_04830,6.8,6.6,88.8,70.1,Average
INT_04831,12.6,9.7,100.0,61.1,Average
INT_04832,6.4,7.9,94.6,70.8,Average
INT_04833,11.8,6.7,93.5,46.3,Average
INT_04834,11.9,7.1,81.6,50.1,Average
INT_04835,4.3,10.0,93.0,89.9,Excel
INT_04836,10.3,7.1,89.7,54.3,Average
INT_04837,8.6,6.5,92.2,61.6,Average
INT_04838,7.7,6.5,82.5,63.4,Average
INT_04839,14.1,6.7,89.0,60.9,Average
INT_04840,8.0,6.6,81.5,49.9,Average
INT_04841,7.6,5.6,70.8,31.7,Struggle
INT_04842,,5.8,96.0,55.1,Average
INT_04843,12.1,6.3,76.0,49.1,Average
INT_04844,9.6,8.4,88.9,71.8,Average
INT_04845,13.5,,90.7,58.9,
INT_04846,11.6,7.2,90.6,54.5,Average
INT_04847,3.5,9.4,85.7,82.0,Excel
INT_04848,8.4,9.4,90.2,78.4,Excel
INT_04849,8.3,7.1,91.8,60.6,Average
INT_04850,11.4,6.6,93.9,,Average
INT_04851,2.1,6.2,100.0,79.2,Excel
INT_04852,17.6,8.5,89.9,57.9,Average
INT_04853,11.6,7.2,88.5,57.4,Average
INT_04854,10.4,6.9,80.7,52.1,
INT_04855,13.5,6.3,91.5,50.2,Average
INT_04856,17.0,6.3,93.3,29.1,Struggle
INT_04857,12.6,8.0,86.5,57.9,Average
INT_04858,12.8,5.5,,42.8,Struggle
INT_04859,10.4,9.0,85.7,69.2,Average
INT_04860,9.6,6.7,93.4,,Average
INT_04861,,7.3,95.3,67.6,Average
INT_04862,7.5,5.5,95.2,51.8,Average
INT_04863,7.9,7.5,88.9,70.7,Average
INT_04864,5.9,7.0,79.7,62.8,Average
INT_04865,9.8,7.4,83.1,57.8,Average
INT_04866,4.9,9.7,92.8,84.4,Excel
INT_04867,10.6,7.8,100.0,71.6,Average
INT_04868,9.9,6.3,85.3,51.3,Average
INT_04869,10.4,6.4,91.6,49.2,Average
INT_04870,8.4,8.4,83.6,66.4,Average
INT_04871,19.2,9.4,80.2,53.2,
INT_04872,14.1,7.9,82.6,54.2,Average
INT_04873,6.3,8.5,71.3,68.2,Average
INT_04874,10.7,8.4,98.8,71.2,Average
INT_04875,8.2,9.6,70.2,74.1,Average
INT_04876,7.0,4.6,85.9,51.5,Average
INT_04877,6.0,8.5,78.6,,Average
INT_04878,11.3,9.0,80.9,60.1,Average
INT_04879,8.0,5.5,99.0,50.3,Average
INT_04880,,6.2,89.6,,Struggle
INT_04881,13.0,6.2,,51.2,Average
INT_04882,14.1,6.4,83.3,42.5,Struggle
INT_04883,7.4,6.8,81.9,68.5,Average
INT_04884,11.4,7.9,87.7,58.4,Average
INT_04885,11.9,8.8,89.4,64.1,Average
INT_04886,8.6,9.1,,80.3,Excel
INT_04887,7.7,6.2,72.7,46.8,Average
INT_04888,14.8,,87.7,36.4,Struggle
INT_04889,10.7,9.5,85.5,64.3,Average
INT_04890,11.9,8.5,95.6,69.5,Average
INT_04891,7.5,,90.8,73.2,Average
INT_04892,6.3,8.2,92.7,88.6,Excel
INT_04893,8.3,7.5,90.8,62.1,Average
INT_04894,9.6,8.3,80.5,59.9,Average
INT_04895,6.8,7.0,97.7,64.0,Average
INT_04896,10.0,7.9,94.4,72.4,Average
INT_04897,4.9,5.2,95.3,63.2,Average
INT_04898,6.6,6.5,98.1,60.3,Average
INT_04899,12.0,6.5,,,Average
INT_04900,11.8,6.9,99.8,64.0,Average
INT_04901,8.8,6.1,91.0,56.3,Average
INT_04902,6.9,6.7,86.2,63.8,Average
INT_04903,,5.2,87.9,45.4,Average
INT_04904,8.9,8.3,87.8,57.2,Average
INT_04905,,7.4,,47.7,Average
INT_04906,12.8,4.9,100.0,46.6,Average
INT_04907,8.5,6.2,90.4,67.2,Average
INT_04908,6.5,8.0,,68.5,Average
INT_04909,10.8,6.7,91.1,66.8,
INT_04910,7.5,6.5,100.0,68.9,Average
INT_04911,8.4,7.4,78.9,49.4,Average
INT_04912,14.0,8.0,,52.5,Average
INT_04913,12.5,5.3,77.0,38.2,Struggle
INT_04914,10.5,8.3,86.1,50.0,Average
INT_04915,6.2,6.3,90.0,64.0,Average
INT_04916,10.6,7.5,84.3,62.7,Average
INT_04917,13.2,7.4,,52.5,Average
INT_04918,8.9,6.7,89.1,56.9,Average
INT_04919,14.1,6.0,84.0,37.4,Struggle
INT_04920,13.9,7.1,90.5,48.8,Average
INT_04921,15.0,9.9,96.9,64.7,Average
INT_04922,10.9,5.5,93.4,,Struggle
INT_04923,11.8,10.0,95.0,75.1,Excel
INT_04924,,7.1,96.7,53.6,Average
INT_04925,11.3,7.6,90.3,55.5,Average
INT_04926,8.5,5.9,86.7,46.0,Average
INT_04927,8.7,6.3,81.8,55.3,Average
INT_04928,10.7,6.7,84.9,53.3,Average
INT_04929,6.1,5.9,83.8,51.6,Average
INT_04930,9.6,7.2,93.9,64.5,Average
INT_04931,13.3,6.9,90.8,47.6,Average
INT_04932,3.4,10.0,93.6,94.3,Excel
INT_04933,14.6,5.8,78.7,38.2,Struggle
INT_04934,13.4,7.7,99.5,56.8,Average
INT_04935,8.6,7.9,,56.8,Average
INT_04936,11.6,5.9,79.2,39.5,Struggle
INT_04937,10.0,8.5,84.5,57.3,Average
INT_04938,13.7,6.9,100.0,53.0,Average
INT_04939,12.9,3.8,84.9,24.3,Struggle
INT_04940,5.8,8.5,85.4,60.2,Average
INT_04941,11.8,5.8,86.5,46.5,Average
INT_04942,9.4,5.9,86.8,48.4,Average
INT_04943,10.2,8.5,81.7,69.5,Average
INT_04944,7.8,7.0,89.1,62.5,Average
INT_04945,15.2,8.9,,67.3,Average
INT_04946,13.1,9.3,90.5,73.9,Average
INT_04947,7.8,6.5,79.1,52.0,Average
INT_04948,6.0,8.7,85.2,74.8,Average
INT_04949,8.8,6.4,83.6,43.1,Struggle
INT_04950,11.3,10.0,88.4,81.6,Excel
INT_04951,10.7,6.5,98.6,56.1,Average
INT_04952,13.8,9.0,86.8,56.3,Average
INT_04953,12.4,8.8,87.3,67.3,Average
INT_04954,12.9,8.0,100.0,51.5,Average
INT_04955,11.0,6.5,,52.2,
INT_04956,5.8,7.3,92.6,74.5,Average
INT_04957,9.4,4.3,100.0,42.7,Struggle
INT_04958,13.2,7.8,91.9,,Average
INT_04959,9.8,8.0,72.1,52.6,Average
INT_04960,11.5,7.7,94.7,50.5,Average
INT_04961,9.0,3.0,75.3,27.6,Struggle
INT_04962,6.9,5.6,91.6,54.3,Average
INT_04963,9.6,6.4,74.3,43.6,Struggle
INT_04964,10.9,7.9,84.3,57.3,Average
INT_04965,8.0,7.9,85.1,65.3,Average
INT_04966,9.3,7.2,81.8,59.7,
INT_04967,7.2,8.5,85.2,70.4,Average
INT_04968,13.4,6.0,96.3,39.0,Struggle
INT_04969,9.1,8.4,82.3,68.0,Average
INT_04970,,8.2,92.4,60.8,Average
INT_04971,14.6,8.1,80.3,51.0,Average
INT_04972,9.8,7.2,86.5,63.5,Average
INT_04973,7.0,10.0,90.6,85.1,
INT_04974,3.7,8.2,,79.7,Excel
INT_04975,5.6,,77.5,60.8,Average
INT_04976,5.9,7.9,91.9,76.4,Excel
INT_04977,14.1,8.6,97.0,59.8,Average
INT_04978,10.3,6.6,87.4,,Average
INT_04979,,9.1,84.3,73.5,Average
INT_04980,3.3,8.1,89.2,70.0,Average
INT_04981,6.4,4.0,88.4,40.9,Struggle
INT_04982,,7.9,89.9,56.5,Average
INT_04983,10.9,6.9,,37.6,Struggle
INT_04984,9.6,8.3,79.4,66.4,Average
INT_04985,11.7,8.9,81.2,64.4,Average
INT_04986,14.9,7.8,89.2,48.2,Average
INT_04987,9.3,10.0,89.5,82.7,Excel
INT_04988,10.2,7.2,,59.4,Average
INT_04989,10.6,8.4,90.1,61.3,Average
INT_04990,17.2,8.7,77.6,43.4,Struggle
INT_04991,3.7,7.4,99.6,80.8,Excel
INT_04992,12.0,8.7,98.2,74.5,Average
INT_04993,9.7,6.6,,45.9,Average
INT_04994,11.7,6.9,90.7,56.3,Average
INT_04995,8.0,5.5,83.2,56.3,Average
INT_04996,9.9,7.9,89.1,56.2,Average
INT_04997,,8.0,96.4,65.4,Average
INT_04998,19.3,9.3,100.0,63.9,Average
INT_04999,12.4,8.7,94.0,65.8,Average
INT_05000,7.5,7.1,90.4,70.3,Average
INT_05001,8.7,5.7,85.3,60.8,Average
INT_05002,8.6,8.1,89.5,69.8,Average
INT_05003,4.6,9.2,98.9,87.3,Excel
INT_05004,9.0,,87.6,74.9,Average
INT_05005,12.2,9.1,80.9,67.2,Average
INT_05006,6.2,7.2,75.0,44.3,Struggle
INT_05007,13.1,6.8,92.1,50.6,Average
INT_05008,11.5,6.4,,47.9,Average
INT_05009,7.8,7.4,,63.1,Average
INT_05010,9.6,7.4,96.2,63.3,Average
INT_05011,14.8,7.8,84.6,49.5,Average
INT_05012,12.2,,86.9,48.4,Average
INT_05013,10.0,,87.9,62.3,Average
INT_05014,9.3,6.3,85.2,60.8,Average
INT_05015,10.2,8.9,89.9,65.4,Average
INT_05016,8.5,7.6,97.2,61.1,Average
INT_05017,3.7,7.2,78.9,66.1,Average
INT_05018,16.1,6.4,91.9,41.2,Struggle
INT_05019,10.5,5.5,89.4,52.2,Average
INT_05020,11.2,9.5,89.2,64.7,Average
INT_05021,9.8,,95.0,66.8,Average
INT_05022,7.8,,88.4,35.7,Struggle
INT_05023,9.4,8.6,91.8,78.7,Excel
INT_05024,5.2,8.9,93.7,84.0,Excel
INT_05025,16.8,7.7,84.0,42.0,Struggle
INT_05026,6.3,9.9,90.4,78.1,Excel
INT_05027,6.9,7.8,86.0,60.5,Average
INT_05028,8.7,5.4,86.9,49.4,Average
INT_05029,13.9,8.0,85.4,47.9,Average
INT_05030,10.0,7.9,91.8,64.9,Average
INT_05031,6.3,6.6,88.7,72.9,Average
INT_05032,13.8,8.4,91.2,57.7,Average
INT_05033,12.2,5.0,87.9,32.3,Struggle
INT_05034,11.6,9.0,75.2,61.7,
INT_05035,12.1,6.2,88.3,39.4,Struggle
INT_05036,17.2,6.0,88.5,44.3,Struggle
INT_05037,16.6,7.3,89.9,53.8,Average
INT_05038,7.9,8.1,83.3,65.0,Average
INT_05039,14.9,7.7,78.4,,Struggle
INT_05040,11.1,6.4,93.0,50.0,Average
INT_05041,11.5,6.7,85.8,48.5,Average
INT_05042,4.9,5.8,89.4,61.4,Average
INT_05043,9.5,7.2,85.7,63.0,Average
INT_05044,7.6,9.1,88.0,70.3,Average
INT_05045,12.5,7.5,84.4,58.1,Average
INT_05046,13.2,8.8,80.3,61.1,Average
INT_05047,,9.7,91.8,87.2,Excel
INT_05048,9.9,6.6,83.2,45.0,Average
INT_05049,13.4,7.2,89.3,52.1,Average
INT_05050,9.4,10.0,91.3,74.2,Average
INT_05051,12.2,9.7,83.3,73.3,Average
INT_05052,11.1,5.0,78.4,28.5,Struggle
INT_05053,11.0,8.1,100.0,71.4,Average
INT_05054,9.2,7.5,83.8,58.6,Average
INT_05055,6.4,8.7,93.0,75.6,Excel
INT_05056,6.6,6.4,100.0,65.1,Average
INT_05057,12.1,6.2,94.3,56.1,Average
INT_05058,10.1,6.5,85.6,44.6,Struggle
INT_05059,9.6,6.6,87.5,52.0,Average
INT_05060,8.7,8.7,81.3,63.0,Average
INT_05061,,5.7,95.1,53.0,Average
INT_05062,13.1,6.6,92.5,45.4,Average
INT_05063,9.0,4.8,,31.0,Struggle
INT_05064,,9.0,79.7,68.1,Average
INT_05065,12.2,9.4,77.4,71.6,Average
INT_05066,9.4,7.0,95.9,63.4,Average
INT_05067,10.1,7.1,89.0,58.2,Average
INT_05068,14.8,8.2,89.7,53.8,Average
INT_05069,9.9,9.7,81.4,71.3,Average
INT_05070,10.9,8.1,76.3,53.3,Average
INT_05071,6.5,,95.7,67.1,Average
INT_05072,9.3,5.1,88.3,45.0,Struggle
INT_05073,11.8,5.8,95.3,41.8,Struggle
INT_05074,5.3,7.6,84.9,69.9,Average
INT_05075,10.6,6.5,86.1,36.9,Struggle
INT_05076,10.3,7.8,93.7,66.6,Average
INT_05077,10.1,6.7,93.9,49.1,Average
INT_05078,13.1,5.9,94.4,45.2,Average
INT_05079,11.0,5.7,85.6,37.4,Struggle
INT_05080,14.4,9.8,92.9,69.5,Average
INT_05081,7.0,8.8,96.9,83.4,Excel
INT_05082,10.4,10.0,87.2,,Excel
INT_05083,10.3,8.3,83.9,54.0,Average
INT_05084,6.8,6.9,98.7,73.4,Average
INT_05085,12.9,9.5,82.8,65.4,Average
INT_05086,17.0,7.5,93.0,45.1,Average
INT_05087,9.9,7.8,87.5,66.1,Average
INT_05088,,7.4,73.3,46.6,Average
INT_05089,10.3,3.1,97.0,37.5,Struggle
INT_05090,7.9,9.9,65.9,63.2,Average
INT_05091,4.5,8.2,72.1,63.9,Average
INT_05092,7.9,8.0,92.2,75.2,Excel
INT_05093,5.8,7.4,92.2,78.4,Excel
INT_05094,15.1,7.7,82.9,47.7,Average
INT_05095,9.7,6.6,89.2,39.4,
INT_05096,9.0,8.4,67.7,56.0,Average
INT_05097,12.7,5.5,93.7,43.9,Struggle
INT_05098,6.6,7.8,90.0,68.5,Average
INT_05099,7.7,8.3,,72.1,
INT_05100,10.2,7.2,88.2,,Average
INT_05101,13.1,8.1,91.9,,
INT_05102,11.5,6.0,87.8,39.6,
INT_05103,10.7,6.1,73.0,46.6,Average
INT_05104,10.2,7.9,100.0,77.0,Excel
INT_05105,11.2,8.5,97.6,64.6,Average
INT_05106,10.6,4.7,77.7,28.1,Struggle
INT_05107,6.9,,85.2,72.4,Average
INT_05108,10.1,6.7,86.1,46.1,Average
INT_05109,6.8,7.2,96.6,66.5,Average
INT_05110,10.2,5.5,70.7,41.8,Struggle
INT_05111,8.6,,84.0,55.7,Average
INT_05112,17.6,8.9,73.9,57.1,Average
INT_05113,9.9,7.5,85.7,60.0,Average
INT_05114,5.8,6.9,84.2,59.0,Average
INT_05115,9.6,7.3,88.6,60.0,Average
INT_05116,11.6,8.2,83.2,58.1,Average
INT_05117,15.0,8.2,82.0,49.8,
INT_05118,8.2,7.4,93.0,65.3,Average
INT_05119,5.3,9.1,91.6,77.9,Excel
INT_05120,12.5,9.0,92.4,68.8,Average
INT_05121,5.9,8.1,86.6,64.1,Average
INT_05122,8.7,7.6,83.4,56.5,Average
INT_05123,9.2,8.5,87.0,67.0,Average
INT_05124,9.8,8.0,92.0,53.1,Average
INT_05125,12.1,9.1,70.6,61.1,Average
INT_05126,7.9,8.8,91.2,63.7,Average
INT_05127,9.2,6.0,90.5,55.9,Average
INT_05128,10.0,5.9,88.5,41.6,Struggle
INT_05129,10.4,6.4,86.8,48.6,Average
INT_05130,10.3,9.0,67.5,60.8,Average
INT_05131,11.3,5.1,84.5,50.8,
INT_05132,12.5,8.1,100.0,65.9,Average
INT_05133,11.2,8.0,88.1,50.1,Average
INT_05134,11.4,,85.5,73.0,
INT_05135,5.3,7.8,88.1,70.3,Average
INT_05136,,5.5,90.8,47.4,Average
INT_05137,11.4,6.1,93.3,52.8,Average
INT_05138,12.2,5.7,86.2,29.4,Struggle
INT_05139,7.9,6.7,91.4,60.4,Average
INT_05140,8.0,7.2,100.0,66.4,Average
INT_05141,8.3,5.8,96.1,62.5,Average
INT_05142,11.6,9.7,100.0,82.5,Excel
INT_05143,13.1,5.5,82.7,27.4,Struggle
INT_05144,8.8,9.5,100.0,90.1,Excel
INT_05145,12.7,9.3,81.7,65.4,Average
INT_05146,10.4,8.8,90.8,61.3,Average
INT_05147,9.6,6.5,93.9,56.9,Average
INT_05148,9.4,8.0,83.9,,Average
INT_05149,12.2,5.6,88.7,35.4,Struggle
INT_05150,11.0,8.9,,78.9,Excel
INT_05151,16.8,7.4,82.3,33.1,Struggle
INT_05152,7.4,6.9,100.0,63.1,Average
INT_05153,11.6,5.7,76.9,32.3,Struggle
INT_05154,8.4,3.8,100.0,51.5,Average
INT_05155,7.4,5.9,96.0,56.1,Average
INT_05156,10.0,,87.3,64.6,
INT_05157,10.4,6.9,84.8,55.4,Average
INT_05158,18.8,7.2,83.9,,Struggle
INT_05159,9.4,8.5,,70.9,Average
INT_05160,6.6,10.0,87.6,82.5,Excel
INT_05161,10.8,9.5,98.0,78.9,Excel
INT_05162,3.8,6.0,100.0,65.6,Average
INT_05163,9.7,4.6,89.6,50.3,Average
INT_05164,10.0,10.0,81.2,79.6,Excel
INT_05165,12.4,10.0,83.6,75.8,Excel
INT_05166,12.9,7.8,86.5,59.2,Average
INT_05167,8.5,5.6,79.8,47.9,Average
INT_05168,9.5,8.9,78.6,58.6,Average
INT_05169,7.7,7.3,100.0,73.6,Average
INT_05170,6.6,7.3,90.4,67.6,Average
INT_05171,10.9,8.8,81.3,70.5,Average
INT_05172,6.2,8.0,94.5,79.3,Excel
INT_05173,8.8,,78.6,47.8,Average
INT_05174,7.0,7.0,79.2,48.3,Average
INT_05175,11.6,8.5,81.6,59.1,Average
INT_05176,15.4,8.3,100.0,57.4,Average
INT_05177,6.1,7.9,86.0,70.9,Average
INT_05178,4.4,8.9,68.5,67.9,
INT_05179,9.6,7.0,97.7,60.6,Average
INT_05180,10.0,7.8,85.5,62.7,Average
INT_05181,10.7,2.4,73.2,12.5,Struggle
INT_05182,8.7,6.8,85.5,57.1,
INT_05183,9.4,8.6,92.2,62.8,Average
INT_05184,11.1,6.9,,50.5,Average
INT_05185,,6.8,100.0,58.7,Average
INT_05186,4.1,5.9,81.2,50.5,Average
INT_05187,8.9,9.0,88.4,79.7,Excel
INT_05188,10.6,8.3,82.4,66.4,Average
INT_05189,7.2,8.7,75.7,65.7,Average
INT_05190,15.2,4.9,95.1,51.5,Average
INT_05191,8.1,7.3,91.7,71.0,Average
INT_05192,9.9,7.1,90.3,53.1,Average
INT_05193,11.7,7.1,91.4,59.4,Average
INT_05194,8.2,6.6,82.5,54.3,Average
INT_05195,4.5,7.0,80.0,58.9,Average
INT_05196,8.7,8.8,88.3,65.5,Average
INT_05197,13.1,4.6,97.3,44.0,Struggle
INT_05198,9.0,,100.0,82.6,Excel
INT_05199,7.5,8.2,94.4,73.1,Average
INT_05200,12.8,7.4,88.2,48.5,Average
INT_05201,9.0,8.9,90.2,68.3,Average
INT_05202,8.5,5.3,88.1,47.1,Average
INT_05203,10.4,,79.8,49.5,Average
INT_05204,12.3,7.3,88.2,39.4,Struggle
INT_05205,17.1,9.5,77.3,53.2,Average
INT_05206,12.5,7.4,87.0,49.4,Average
INT_05207,13.5,8.2,100.0,71.7,Average
INT_05208,8.5,6.6,94.6,76.8,Excel
INT_05209,6.9,8.2,80.6,65.1,Average
INT_05210,10.2,10.0,87.4,66.8,Average
INT_05211,10.3,9.0,81.3,66.4,Average
INT_05212,6.8,7.4,87.5,64.2,Average
INT_05213,9.5,8.5,96.3,83.5,Excel
INT_05214,11.2,8.4,93.2,75.5,
INT_05215,11.1,8.3,100.0,74.3,Average
INT_05216,11.5,9.2,97.5,70.2,Average
