Campaign_ID,Page_Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Company,Campaign_Type,Target_Audience,Duration,channels,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,,Date,profit margin
1705,3,0.48034689,0.295317562,Social,1.025654025,2,1,DataTech Solutions,Search,All Ages,60 days,Instagram,0.04,"$19,380.00",5.31,Los Angeles,Spanish,876,3492,4,Outdoor Adventurers,02/09/2021,Profit
1706,3,1.425192365,0.176519417,Referral,3.598284795,3,1,TechCorp,Influencer,All Ages,30 days,Google Ads,0.11,"$7,612.00",2.68,Houston,French,1000,3304,1,Tech Enthusiasts,03/09/2021,Loss
1707,2,3.453483578,0.152778675,Organic,5.483059836,1,1,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.03,"$10,600.00",5.8,Chicago,Mandarin,941,8458,6,Health & Wellness,04/09/2021,Profit
1708,2,0.777938755,0.107835501,Organic,3.228410232,1,1,NexGen Systems,Email,Women 25-34,15 days,YouTube,0.11,"$10,634.00",2.84,Chicago,Mandarin,182,8834,9,Outdoor Adventurers,05/09/2021,Loss
1709,7,1.649814149,0.258657224,Social,12.39653766,1,1,NexGen Systems,Display,Men 18-24,45 days,Website,0.14,"$12,890.00",7.03,Chicago,Mandarin,822,7350,7,Foodies,06/09/2021,Profit
1710,4,2.444894219,0.163281248,Organic,1.598479395,1,0.97287718,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.04,"$17,500.00",7.12,Los Angeles,Spanish,756,1000,5,Outdoor Adventurers,07/09/2021,Profit
1711,1,6.583681742,0.345919843,Organic,2.579765549,4,1,TechCorp,Display,Men 25-34,45 days,Website,0.09,"$10,394.00",2.86,Miami,Mandarin,313,8293,2,Foodies,08/09/2021,Loss
1712,3,1.183889329,0.409890632,Organic,3.05677529,2,1,TechCorp,Email,Men 18-24,15 days,Facebook,0.08,"$19,973.00",7.42,Houston,English,405,6842,6,Outdoor Adventurers,09/09/2021,Profit
1713,10,0.430081245,0.055892473,Direct,4.489632363,2,1,Innovate Industries,Social Media,Men 18-24,45 days,YouTube,0.08,"$9,580.00",5.31,Los Angeles,German,897,4821,4,Tech Enthusiasts,10/09/2021,Profit
1714,3,2.015755687,0.239649146,Direct,1.532582715,4,1,Innovate Industries,Display,Women 35-44,15 days,Instagram,0.07,"$14,764.00",4.34,Los Angeles,English,714,9270,6,Outdoor Adventurers,11/09/2021,Loss
1715,6,4.11979802,0.086004831,Paid,2.382671424,2,1,Innovate Industries,Email,All Ages,60 days,YouTube,0.02,"$10,658.00",2.23,Miami,Mandarin,254,6433,8,Fashionistas,12/09/2021,Loss
1716,4,0.349128757,0.486140948,Paid,2.266492467,1,1,DataTech Solutions,Email,Men 18-24,60 days,Website,0.11,"$13,237.00",6.15,New York,Mandarin,363,5359,4,Fashionistas,13/09/2021,Profit
1717,5,1.658504821,0.504179918,Organic,1.459552264,1,1,TechCorp,Search,Men 18-24,45 days,YouTube,0.04,"$5,308.00",2.59,Chicago,Mandarin,231,2067,4,Foodies,14/09/2021,Loss
1718,3,0.053835592,0.189051403,Organic,3.044557703,8,1,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.14,"$14,500.00",4.77,Chicago,Spanish,221,5650,8,Outdoor Adventurers,15/09/2021,Loss
1719,7,0.102405645,0.13703744,Social,5.415000123,0,1,Innovate Industries,Influencer,Men 18-24,60 days,YouTube,0.08,"$18,756.00",5.09,New York,Spanish,512,2441,6,Health & Wellness,16/09/2021,Profit
1720,5,1.978866606,0.48750479,Organic,0.908001421,3,1,Innovate Industries,Social Media,Men 25-34,15 days,Facebook,0.08,"$12,095.00",3.4,Miami,English,184,9602,6,Tech Enthusiasts,17/09/2021,Loss
1721,2,1.062308898,0.605859588,Paid,3.442923151,4,1,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.05,"$5,455.00",2.84,Chicago,Spanish,397,1666,4,Outdoor Adventurers,18/09/2021,Loss
1722,6,5.59506796,0.270556642,Referral,3.932851884,4,1,NexGen Systems,Display,All Ages,60 days,Email,0.15,"$17,841.00",3.33,Houston,French,555,6823,1,Foodies,19/09/2021,Loss
1723,3,2.765073158,0.105783719,Organic,3.868783639,2,1,Alpha Innovations,Social Media,All Ages,30 days,Email,0.14,"$18,962.00",4.27,Houston,Spanish,143,8625,1,Foodies,20/09/2021,Loss
1724,2,1.81504059,0.130516172,Paid,14.63294927,2,1,Innovate Industries,Email,Women 25-34,30 days,Email,0.15,"$12,316.00",5.78,Houston,Spanish,258,3784,1,Health & Wellness,21/09/2021,Profit
1725,7,1.572418439,0.166300095,Paid,3.966855226,2,1,DataTech Solutions,Social Media,Men 18-24,30 days,Instagram,0.12,"$19,232.00",2.14,New York,Spanish,297,9075,2,Health & Wellness,22/09/2021,Loss
1726,6,2.062959781,0.250705452,Referral,2.818399898,4,1,Alpha Innovations,Display,Women 25-34,45 days,YouTube,0.13,"$17,489.00",7.63,Miami,French,756,2706,10,Tech Enthusiasts,23/09/2021,Profit
1727,3,0.123837645,0.288371788,Organic,2.012481449,2,0.960540973,TechCorp,Influencer,Women 35-44,45 days,Instagram,0.06,"$13,046.00",6.64,New York,English,970,9164,4,Tech Enthusiasts,24/09/2021,Profit
1728,5,6.698991176,0.389893243,Organic,2.286196258,1,1,TechCorp,Email,Women 35-44,60 days,Instagram,0.15,"$18,158.00",6.48,New York,Spanish,929,5332,9,Outdoor Adventurers,25/09/2021,Profit
1729,7,19.1369552,0.074132566,Paid,1.702113688,2,1,NexGen Systems,Influencer,Men 18-24,30 days,Email,0.04,"$6,947.00",3.22,Miami,German,332,1593,5,Fashionistas,26/09/2021,Loss
1730,4,0.600798456,0.252496601,Direct,2.075446316,2,1,Innovate Industries,Search,Women 35-44,30 days,Google Ads,0.12,"$16,367.00",5.1,Miami,English,934,2737,1,Health & Wellness,27/09/2021,Profit
1731,4,0.38480596,0.077248642,Organic,2.480493346,2,1,Innovate Industries,Display,Men 25-34,15 days,Instagram,0.11,"$9,227.00",5.7,Miami,Mandarin,668,6442,9,Health & Wellness,28/09/2021,Profit
1732,3,0.464974221,0.100357596,Direct,2.973886742,0,1,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.06,"$9,482.00",2.83,Miami,Mandarin,630,5040,5,Fashionistas,29/09/2021,Loss
1733,6,3.245504978,0.310611212,Referral,5.001229434,1,1,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.06,"$13,623.00",3.84,Chicago,English,401,4925,3,Fashionistas,30/09/2021,Loss
1734,4,3.249169279,0.218931917,Social,1.890818883,7,1,DataTech Solutions,Email,Women 25-34,45 days,Email,0.14,"$10,541.00",6.59,Los Angeles,English,666,7309,6,Tech Enthusiasts,01/10/2021,Profit
1735,5,5.650127851,0.210831967,Organic,1.907207714,1,1,TechCorp,Social Media,Women 35-44,30 days,Google Ads,0.08,"$8,802.00",7.01,Los Angeles,Mandarin,129,4063,5,Fashionistas,02/10/2021,Profit
1736,7,4.180880193,0.300859028,Organic,3.739580712,3,1,Innovate Industries,Display,Men 18-24,45 days,YouTube,0.03,"$10,044.00",4.28,Los Angeles,French,933,1943,1,Health & Wellness,03/10/2021,Loss
1737,4,1.791818789,0.355590721,Organic,3.745836204,1,1,Innovate Industries,Social Media,All Ages,60 days,Email,0.05,"$14,956.00",5.83,Los Angeles,French,738,9186,5,Foodies,04/10/2021,Profit
1738,3,2.846870739,0.173133023,Organic,2.217642311,3,1,TechCorp,Email,Women 35-44,15 days,Facebook,0.06,"$9,459.00",3.96,Houston,English,381,6910,10,Foodies,05/10/2021,Loss
1739,1,3.496994738,0.194368064,Direct,1.000240431,5,1,TechCorp,Email,Men 18-24,60 days,Instagram,0.02,"$7,523.00",5.39,Houston,English,743,1424,9,Outdoor Adventurers,06/10/2021,Profit
1740,5,2.15685052,0.36600832,Organic,6.514358879,1,1,Alpha Innovations,Influencer,Women 35-44,60 days,YouTube,0.07,"$13,162.00",7.6,Chicago,Spanish,514,6596,10,Fashionistas,07/10/2021,Profit
1741,8,1.936793269,0.306923377,Paid,4.663702605,1,1,DataTech Solutions,Search,Men 25-34,30 days,YouTube,0.13,"$5,578.00",3.11,Los Angeles,Mandarin,394,7639,3,Health & Wellness,08/10/2021,Loss
1742,5,3.107736066,0.620690816,Organic,3.44139619,3,1,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.11,"$14,226.00",6.91,Los Angeles,French,283,8984,7,Health & Wellness,09/10/2021,Profit
1743,5,2.445771899,0.206583518,Referral,5.819222599,3,1,NexGen Systems,Email,Men 25-34,15 days,Website,0.13,"$13,584.00",4.82,Los Angeles,Spanish,377,6871,4,Fashionistas,10/10/2021,Loss
1744,3,3.097987493,0.475013904,Organic,0.681750441,3,1,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.15,"$11,706.00",4.3,Houston,English,592,5338,10,Fashionistas,11/10/2021,Loss
1745,3,2.846866186,0.403474172,Organic,0.535191414,1,0.776587463,TechCorp,Display,Men 18-24,45 days,Google Ads,0.08,"$16,441.00",5.37,New York,Spanish,535,5364,1,Fashionistas,12/10/2021,Profit
1746,6,3.810301074,0.326062254,Organic,3.256957151,2,1,Alpha Innovations,Display,Women 25-34,30 days,YouTube,0.06,"$12,161.00",3.64,New York,English,122,4738,7,Tech Enthusiasts,13/10/2021,Loss
1747,5,3.088407759,0.386548648,Social,5.313231484,4,1,DataTech Solutions,Display,Men 25-34,60 days,Google Ads,0.15,"$12,421.00",4.69,New York,Mandarin,331,4586,1,Outdoor Adventurers,14/10/2021,Loss
1748,7,2.200298497,0.536770467,Organic,3.18280481,3,1,NexGen Systems,Display,Women 25-34,60 days,Website,0.08,"$11,465.00",5.08,New York,Mandarin,551,7912,6,Health & Wellness,15/10/2021,Profit
1749,6,3.435195426,0.073206944,Organic,0.672672262,4,1,DataTech Solutions,Email,Women 35-44,30 days,Email,0.11,"$14,249.00",2.87,Miami,French,251,8392,3,Health & Wellness,16/10/2021,Loss
1750,8,1.790686688,0.024740654,Organic,5.318146855,4,1,Alpha Innovations,Display,Women 25-34,60 days,Facebook,0.06,"$7,323.00",7.17,Chicago,French,583,9581,1,Foodies,17/10/2021,Profit
1751,8,0.829914746,0.125698187,Direct,1.901185326,2,1,NexGen Systems,Influencer,All Ages,15 days,Website,0.08,"$14,254.00",7.81,Miami,Spanish,733,3906,4,Tech Enthusiasts,18/10/2021,Profit
1752,8,0.00425768,0.14212603,Paid,6.945976135,1,1,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.14,"$14,683.00",7.36,Los Angeles,French,942,4268,9,Outdoor Adventurers,19/10/2021,Profit
1753,9,2.462697215,0.43161334,Referral,14.10801104,2,1,Innovate Industries,Social Media,Men 25-34,30 days,Email,0.11,"$19,595.00",2.28,New York,Spanish,841,4658,2,Health & Wellness,20/10/2021,Loss
1754,5,2.679592534,0.333058214,Referral,0.718210553,2,1,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.02,"$5,781.00",5.15,Miami,French,392,3707,10,Outdoor Adventurers,21/10/2021,Profit
1755,3,10.73190312,0.375775975,Organic,1.369961192,1,1,Alpha Innovations,Influencer,Men 25-34,45 days,Instagram,0.06,"$16,221.00",6.69,Chicago,English,562,2781,6,Tech Enthusiasts,22/10/2021,Profit
1756,4,1.345799015,0.230636541,Paid,2.679479767,2,0.880943969,Innovate Industries,Email,All Ages,45 days,Facebook,0.01,"$14,861.00",7.6,Houston,Spanish,618,6959,2,Tech Enthusiasts,23/10/2021,Profit
1757,5,1.503285569,0.185064119,Organic,3.549525327,9,1,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.05,"$15,460.00",6.13,New York,English,723,4837,5,Fashionistas,24/10/2021,Profit
1758,6,0.676186686,0.272702672,Paid,6.432024875,2,1,Innovate Industries,Social Media,Men 18-24,30 days,YouTube,0.04,"$16,473.00",7.99,New York,Mandarin,802,1308,6,Fashionistas,25/10/2021,Profit
1759,7,0.219436107,0.165100828,Paid,3.135185866,3,1,Alpha Innovations,Social Media,Men 25-34,15 days,Google Ads,0.1,"$9,895.00",4.54,Houston,German,878,2424,3,Fashionistas,26/10/2021,Loss
1760,4,4.445833102,0.373786332,Paid,1.306449439,2,1,DataTech Solutions,Search,Women 35-44,60 days,Instagram,0.07,"$8,856.00",2.96,Los Angeles,Spanish,532,6297,4,Tech Enthusiasts,27/10/2021,Loss
1761,6,0.861770746,0.371030159,Organic,4.378442356,1,1,NexGen Systems,Email,Men 18-24,60 days,YouTube,0.02,"$5,147.00",6.03,Houston,English,444,3875,8,Health & Wellness,28/10/2021,Profit
1762,13,2.816413279,0.218823674,Organic,1.386667078,1,1,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.12,"$16,285.00",4.06,Miami,French,487,3972,10,Health & Wellness,29/10/2021,Loss
1763,3,3.492074716,0.203047373,Social,2.026297987,1,1,NexGen Systems,Search,Men 18-24,45 days,YouTube,0.08,"$6,011.00",5.13,Miami,English,827,2446,7,Health & Wellness,30/10/2021,Profit
1764,7,1.911643114,0.095141081,Referral,6.911043021,2,1,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.06,"$18,071.00",7.14,New York,English,309,1249,2,Health & Wellness,31/10/2021,Profit
1765,7,6.270952122,0.21546065,Organic,1.860850804,2,1,TechCorp,Influencer,Women 35-44,60 days,Email,0.04,"$12,426.00",5.58,Los Angeles,German,643,7454,4,Tech Enthusiasts,01/11/2021,Profit
1766,2,1.759854185,0.475560194,Organic,1.424209244,1,1,Alpha Innovations,Influencer,Men 25-34,60 days,Website,0.03,"$10,430.00",3.28,Miami,German,747,7485,1,Outdoor Adventurers,02/11/2021,Loss
1767,5,1.006034834,0.469553698,Social,2.131830945,4,1,Innovate Industries,Social Media,Men 25-34,30 days,Email,0.06,"$15,216.00",3.26,New York,French,590,3225,4,Outdoor Adventurers,03/11/2021,Loss
1768,2,6.790540951,0.205617716,Social,4.829336954,0,1,NexGen Systems,Email,All Ages,30 days,Email,0.03,"$15,939.00",2.43,Miami,Spanish,700,5268,10,Foodies,04/11/2021,Loss
1769,4,5.932047622,0.040761794,Direct,0.496395836,1,1,TechCorp,Email,All Ages,60 days,Google Ads,0.06,"$11,753.00",3.46,Chicago,Mandarin,501,9670,8,Outdoor Adventurers,05/11/2021,Loss
1770,3,0.537523352,0.332495241,Organic,4.352241399,4,1,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.14,"$19,652.00",5.82,Los Angeles,French,518,1790,2,Foodies,06/11/2021,Profit
1771,3,0.078911862,0.155264516,Paid,3.074609998,2,1,Innovate Industries,Search,Women 35-44,30 days,Website,0.08,"$12,901.00",6.8,New York,German,553,2549,6,Health & Wellness,07/11/2021,Profit
1772,1,0.282884422,0.44057986,Organic,1.882008936,2,1,Innovate Industries,Email,Women 35-44,45 days,YouTube,0.07,"$10,236.00",7.43,Miami,German,763,9464,1,Foodies,08/11/2021,Profit
1773,7,1.012917826,0.317596851,Referral,3.101314437,2,1,Alpha Innovations,Email,Women 35-44,15 days,Website,0.15,"$8,298.00",5.65,New York,French,249,7654,8,Outdoor Adventurers,09/11/2021,Profit
1774,4,10.75461815,0.544375238,Organic,2.80833478,4,1,Alpha Innovations,Influencer,All Ages,45 days,Facebook,0.07,"$10,791.00",4.66,Miami,Spanish,666,7543,3,Tech Enthusiasts,10/11/2021,Loss
1775,9,2.45284154,0.362087307,Organic,2.621696689,3,1,Innovate Industries,Email,Women 35-44,60 days,Facebook,0.04,"$17,716.00",7.56,Miami,Mandarin,889,6856,7,Fashionistas,11/11/2021,Profit
1776,4,1.401678783,0.277254824,Organic,2.998505044,4,1,DataTech Solutions,Display,All Ages,30 days,YouTube,0.13,"$19,179.00",3.38,New York,Mandarin,264,5401,10,Foodies,12/11/2021,Loss
1777,6,6.587011911,0.109601325,Referral,2.891413938,3,1,TechCorp,Social Media,Men 18-24,45 days,Facebook,0.07,"$19,271.00",7.25,Houston,Spanish,483,9281,1,Fashionistas,13/11/2021,Profit
1778,3,1.810667228,0.200748565,Paid,1.623742306,1,0.805018894,Innovate Industries,Display,Women 25-34,45 days,Email,0.01,"$14,234.00",2.86,Houston,Mandarin,981,5413,5,Tech Enthusiasts,14/11/2021,Loss
1779,8,1.136054592,0.375028163,Referral,2.236879578,1,1,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.09,"$14,247.00",3.5,Los Angeles,German,687,2934,7,Health & Wellness,15/11/2021,Loss
1780,6,8.501836802,0.366438088,Social,4.199388635,4,1,Innovate Industries,Social Media,All Ages,45 days,Email,0.05,"$6,697.00",2.66,Los Angeles,French,691,5588,6,Health & Wellness,16/11/2021,Loss
1781,5,5.681728755,0.225815466,Referral,0.904411693,1,1,Innovate Industries,Influencer,Men 25-34,60 days,Website,0.04,"$15,431.00",2.7,Chicago,English,783,9325,4,Tech Enthusiasts,17/11/2021,Loss
1782,3,5.567327188,0.167470623,Paid,3.499586872,0,1,NexGen Systems,Social Media,Women 35-44,45 days,Email,0.03,"$17,925.00",5.29,Chicago,French,808,7171,3,Health & Wellness,18/11/2021,Profit
1783,11,2.1540706,0.560007431,Direct,1.056499579,0,0.724308193,NexGen Systems,Email,Women 35-44,30 days,Facebook,0.13,"$8,356.00",4.41,Houston,English,276,9247,8,Fashionistas,19/11/2021,Loss
1784,7,4.673931079,0.060893708,Paid,3.343325101,4,1,DataTech Solutions,Email,Women 35-44,15 days,Facebook,0.14,"$8,846.00",5.57,Miami,German,547,3952,3,Tech Enthusiasts,20/11/2021,Profit
1785,6,0.59298799,0.091902641,Organic,0.851148568,1,0.850943463,TechCorp,Search,Men 18-24,15 days,Email,0.12,"$18,260.00",6.33,Los Angeles,German,664,4912,1,Foodies,21/11/2021,Profit
1786,6,2.554480653,0.224223004,Direct,1.751810983,1,1,TechCorp,Influencer,Women 25-34,15 days,Website,0.08,"$14,682.00",5.5,Miami,French,930,7407,8,Foodies,22/11/2021,Profit
1787,6,12.37674842,0.678911814,Organic,3.782121989,2,1,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.05,"$5,099.00",6.22,Miami,French,909,5973,9,Foodies,23/11/2021,Profit
1788,6,1.031523369,0.406592919,Paid,2.703015402,3,1,Innovate Industries,Email,Men 18-24,60 days,Instagram,0.05,"$19,885.00",5.78,Los Angeles,Mandarin,532,4885,8,Tech Enthusiasts,24/11/2021,Profit
1789,5,4.744772732,0.388811709,Organic,3.067598662,3,1,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.05,"$17,276.00",5.49,Los Angeles,Mandarin,257,2342,7,Foodies,25/11/2021,Profit
1790,8,2.022849141,0.411940994,Paid,1.455921495,2,1,DataTech Solutions,Display,Women 35-44,30 days,Email,0.05,"$13,868.00",4.13,Houston,English,941,5491,4,Foodies,26/11/2021,Loss
1791,6,0.121858805,0.726512812,Paid,5.576955741,3,1,Alpha Innovations,Search,Women 35-44,15 days,YouTube,0.05,"$15,501.00",7.01,Houston,English,285,9223,2,Fashionistas,27/11/2021,Profit
1792,8,4.319330966,0.350651307,Organic,2.75719589,0,1,TechCorp,Social Media,All Ages,60 days,Website,0.08,"$8,582.00",6.55,Miami,French,613,4114,9,Health & Wellness,28/11/2021,Profit
1793,13,0.55382142,0.093090335,Paid,2.481733264,1,1,Innovate Industries,Email,Men 25-34,60 days,Email,0.09,"$10,667.00",2.04,Houston,German,755,1852,3,Outdoor Adventurers,29/11/2021,Loss
1794,4,2.994728517,0.493946076,Social,3.170611081,2,1,Alpha Innovations,Display,Women 35-44,60 days,Instagram,0.12,"$6,685.00",4.42,Los Angeles,German,749,6320,9,Foodies,30/11/2021,Loss
1795,1,0.268672117,0.088831163,Organic,0.438068214,2,1,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.11,"$6,476.00",4.71,New York,German,269,8558,10,Fashionistas,01/12/2021,Loss
1796,4,8.804893668,0.070492628,Organic,2.783532212,2,1,Innovate Industries,Social Media,Men 18-24,15 days,Email,0.09,"$10,890.00",2.8,Houston,Spanish,580,9837,1,Foodies,02/12/2021,Loss
1797,2,1.034763814,0.353406554,Organic,3.249511185,3,1,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.05,"$7,734.00",6.32,New York,English,648,8821,4,Outdoor Adventurers,03/12/2021,Profit
1798,7,0.770351888,0.092592168,Social,1.701099775,4,1,NexGen Systems,Search,All Ages,30 days,Facebook,0.1,"$9,270.00",7.58,Houston,German,226,1330,3,Health & Wellness,04/12/2021,Profit
1799,4,0.414809762,0.147714044,Referral,6.044376567,1,1,DataTech Solutions,Influencer,Men 25-34,45 days,Website,0.15,"$17,386.00",2.5,Miami,German,160,9680,3,Outdoor Adventurers,05/12/2021,Loss
1800,5,8.756435552,0.59292859,Social,0.822736307,2,1,TechCorp,Email,Women 35-44,30 days,YouTube,0.09,"$12,779.00",4.83,Houston,English,570,9685,7,Health & Wellness,06/12/2021,Loss
1801,8,3.733381881,0.408857428,Organic,5.569229622,1,1,TechCorp,Social Media,All Ages,45 days,Facebook,0.11,"$11,983.00",5.77,Miami,German,729,4082,7,Health & Wellness,07/12/2021,Profit
1802,6,4.060446517,0.045547284,Organic,7.458477657,5,1,DataTech Solutions,Social Media,Men 18-24,30 days,Facebook,0.06,"$9,194.00",7.52,Los Angeles,Spanish,346,2000,5,Fashionistas,08/12/2021,Profit
1803,5,2.075871036,0.142680619,Organic,4.522021453,1,0.942110169,Innovate Industries,Influencer,Women 35-44,45 days,Website,0.12,"$17,845.00",7.19,Chicago,Spanish,963,5404,8,Tech Enthusiasts,09/12/2021,Profit
1804,2,1.93151594,0.266785912,Organic,1.808677134,2,1,Innovate Industries,Display,Women 35-44,15 days,Website,0.14,"$10,250.00",5.08,Chicago,German,529,2270,7,Foodies,10/12/2021,Profit
1805,6,0.349673055,0.141005543,Paid,3.581229796,0,0.953018848,DataTech Solutions,Email,Women 35-44,45 days,Email,0.05,"$5,505.00",4.02,Chicago,French,311,2978,6,Fashionistas,11/12/2021,Loss
1806,5,2.461858413,0.341227961,Direct,1.435362161,2,1,Alpha Innovations,Search,Men 18-24,15 days,Facebook,0.04,"$18,117.00",7.95,Los Angeles,English,269,4641,5,Fashionistas,12/12/2021,Profit
1807,6,0.850737483,0.288598852,Organic,10.34502843,0,1,Innovate Industries,Influencer,Men 18-24,15 days,Google Ads,0.1,"$9,772.00",7.27,Houston,German,453,7235,8,Health & Wellness,13/12/2021,Profit
1808,3,11.33579979,0.269526439,Direct,2.628835583,3,1,Alpha Innovations,Influencer,Men 18-24,15 days,Google Ads,0.07,"$8,103.00",6.45,Los Angeles,Spanish,483,4279,9,Foodies,14/12/2021,Profit
1809,6,4.777461279,0.344988655,Organic,1.482999814,3,1,DataTech Solutions,Search,Men 25-34,60 days,Website,0.1,"$16,209.00",6.41,Houston,Mandarin,955,2099,8,Fashionistas,15/12/2021,Profit
1810,6,1.5981508,0.164515433,Direct,0.246517205,1,0.898997725,NexGen Systems,Display,All Ages,45 days,Website,0.07,"$6,048.00",2.79,Los Angeles,Mandarin,652,2886,7,Outdoor Adventurers,16/12/2021,Loss
1811,4,0.492294382,0.19406879,Organic,3.041262154,4,1,NexGen Systems,Social Media,Men 18-24,15 days,Email,0.1,"$11,119.00",5.57,Houston,French,791,4693,4,Outdoor Adventurers,17/12/2021,Profit
1812,7,4.615983575,0.3321123,Direct,6.575329462,3,1,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.02,"$7,658.00",7.41,Miami,Mandarin,312,4722,2,Outdoor Adventurers,18/12/2021,Profit
1813,4,0.390509776,0.734401799,Organic,4.403389039,1,0.853629698,Innovate Industries,Social Media,Women 25-34,45 days,Google Ads,0.14,"$15,094.00",6.37,Miami,Spanish,447,3290,6,Health & Wellness,19/12/2021,Profit
1814,0,0.629696529,0.470214057,Direct,6.029770955,1,1,Innovate Industries,Social Media,Women 35-44,30 days,Facebook,0.1,"$14,844.00",6.31,Houston,Mandarin,561,6112,4,Health & Wellness,20/12/2021,Profit
1815,9,0.712946682,0.326931502,Organic,11.30861598,2,1,TechCorp,Influencer,Women 35-44,30 days,Google Ads,0.09,"$6,035.00",7.3,Houston,Mandarin,731,7534,2,Fashionistas,21/12/2021,Profit
1816,1,2.44181602,0.174192821,Organic,3.136047808,3,1,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.05,"$12,927.00",7.19,Los Angeles,German,717,9926,5,Fashionistas,22/12/2021,Profit
1817,6,4.640187389,0.412133945,Paid,2.655321661,4,0.818168285,Innovate Industries,Influencer,Women 35-44,15 days,YouTube,0.06,"$14,991.00",2.21,Los Angeles,French,957,8110,3,Outdoor Adventurers,23/12/2021,Loss
1818,4,1.132010291,0.147815554,Organic,12.63093005,4,1,NexGen Systems,Display,Men 18-24,15 days,Email,0.05,"$7,529.00",5.15,New York,French,846,9779,8,Outdoor Adventurers,24/12/2021,Profit
1819,5,0.26541126,0.094117742,Referral,3.618283461,6,1,DataTech Solutions,Influencer,Men 25-34,15 days,Website,0.11,"$13,298.00",6.12,Chicago,Mandarin,367,5787,9,Fashionistas,25/12/2021,Profit
1820,6,1.873878657,0.070278998,Direct,0.96227008,3,1,TechCorp,Email,Women 35-44,60 days,Google Ads,0.11,"$13,093.00",5.73,Houston,French,647,2020,10,Tech Enthusiasts,26/12/2021,Profit
1821,8,4.136291256,0.314751717,Referral,1.805208644,1,1,TechCorp,Social Media,Women 25-34,30 days,Google Ads,0.1,"$16,849.00",3.43,Chicago,Spanish,930,6515,3,Foodies,27/12/2021,Loss
1822,4,0.751790309,0.644108617,Referral,12.23751104,1,1,NexGen Systems,Email,Women 35-44,45 days,Facebook,0.13,"$19,904.00",2.01,Chicago,Spanish,993,4542,8,Tech Enthusiasts,28/12/2021,Loss
1823,5,0.745093892,0.253626071,Organic,4.073350324,3,1,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.02,"$17,321.00",4.55,Miami,German,149,6982,8,Outdoor Adventurers,29/12/2021,Loss
1824,10,8.825268303,0.208725683,Referral,6.646094278,2,1,NexGen Systems,Display,All Ages,30 days,Email,0.02,"$10,548.00",7.58,Houston,Mandarin,480,4349,3,Tech Enthusiasts,30/12/2021,Profit
1825,5,9.247384119,0.338720868,Paid,1.302481671,3,1,DataTech Solutions,Search,Women 25-34,15 days,Website,0.04,"$17,662.00",7.68,New York,Mandarin,180,4025,2,Health & Wellness,31/12/2021,Profit
1826,7,13.95858846,0.159577303,Social,6.624083208,1,1,TechCorp,Social Media,Men 18-24,15 days,Facebook,0.1,"$18,527.00",7.76,New York,French,815,5938,8,Health & Wellness,01/01/2021,Profit
1827,6,4.945465705,0.071831829,Organic,2.471168428,3,1,Alpha Innovations,Social Media,Women 25-34,45 days,YouTube,0.02,"$13,485.00",6.56,Miami,French,395,8497,4,Outdoor Adventurers,02/01/2021,Profit
1828,4,0.625445322,0.071639425,Referral,6.812315074,1,1,DataTech Solutions,Display,Women 35-44,60 days,Google Ads,0.06,"$9,282.00",2.24,Miami,French,423,9130,1,Health & Wellness,03/01/2021,Loss
1829,3,0.714701216,0.262511365,Organic,9.756247089,1,1,NexGen Systems,Display,Men 25-34,15 days,Website,0.07,"$14,860.00",4.7,Miami,French,469,5607,8,Outdoor Adventurers,04/01/2021,Loss
1830,5,1.247570332,0.634385144,Organic,1.745551726,4,0.640832067,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.15,"$10,387.00",7.11,Houston,Spanish,410,7663,6,Outdoor Adventurers,05/01/2021,Profit
1831,4,1.148759902,0.275661439,Organic,5.340906834,2,1,TechCorp,Influencer,Men 18-24,15 days,YouTube,0.08,"$5,006.00",4.47,Los Angeles,Spanish,820,3136,6,Foodies,06/01/2021,Loss
